"imageCSV_only.i.","div","plateID","rowID","colID","density","uniqueCells.k.","avgRelTurnAngle","avgAbsRelTurnAngle","avgSegLen","totLen","degree","numNeurites","avgTort","totCPs","avgCPs"
"asl-rhin-CB2-20_0000_tracings.csv",4,"C","B",2,10000,"6",-0.107735021742918,16.6817943035386,12.1411710599133,400.65864497714,7,5,1.025632480755,26,3.71428571428571
"asl-rhin-CB2-20_0000_tracings.csv",4,"C","B",2,10000,"16",1.14349069070869,21.4010822546055,11.4470060115694,251.834132254527,3,3,1.05339636299764,19,6.33333333333333
"asl-rhin-CB2-20_0000_tracings.csv",4,"C","B",2,10000,"3",-4.6408971563767,20.2563105751942,12.0429766663881,156.558696663046,1,1,1.05510824075755,12,12
"asl-rhin-CB2-20_0000_tracings.csv",4,"C","B",2,10000,"14",4.15433346241825,19.5866365104155,8.40112667507896,134.418026801263,5,3,1.03428855194153,11,2.2
"asl-rhin-CB2-20_0000_tracings.csv",4,"C","B",2,10000,"15",6.25461895596602,6.25461895596602,9.98176980667612,19.9635396133522,2,2,1.01706768462269,1,1
"asl-rhin-CB2-20_0000_tracings.csv",4,"C","B",2,10000,"17",-4.54840584460753,22.0430071322567,9.03470716906161,99.3817788596776,4,4,1.04470141344279,8,2.66666666666667
"asl-rhin-CB2-20_0000_tracings.csv",4,"C","B",2,10000,"18",-27.6237849002808,27.6237849002808,15.3541527818754,30.7083055637508,1,1,1.04532122845379,1,1
"asl-rhin-CB2-20_0001_tracings.csv",4,"C","B",2,10000,"9",4.93270811809293,19.1688513682422,10.8009755041897,172.815608067036,6,5,1.04276336726598,12,3
"asl-rhin-CB2-20_0001_tracings.csv",4,"C","B",2,10000,"16",-1.94375327085065,26.8226949185209,8.85911674617211,106.309400954065,4,4,1.04165588810803,10,5
"asl-rhin-CB2-20_0001_tracings.csv",4,"C","B",2,10000,"18",-18.1224985802593,18.1224985802593,6.84672277605422,20.5401683281627,1,1,1.02865796520068,2,2
"asl-rhin-CB2-20_0001_tracings.csv",4,"C","B",2,10000,"15",-12.6844820745486,32.2459728325892,13.5399727418107,176.019645643539,4,4,1.06010720216313,11,5.5
"asl-rhin-CB2-20_0001_tracings.csv",4,"C","B",2,10000,"20",-1.82432129885999,20.6589867526986,10.3708918695769,134.821594304499,3,3,1.03495998534276,10,3.33333333333333
"asl-rhin-CB2-20_0001_tracings.csv",4,"C","B",2,10000,"4",-2.26120560433095,21.9761599662924,9.2535787455614,231.339468639035,5,4,1.05555550621665,20,4
"asl-rhin-CB2-20_0002_tracings.csv",4,"C","B",2,10000,"1",2.65546891279306,28.0315750005848,9.46651309118467,75.7321047294774,1,1,1.07796927005386,7,7
"asl-rhin-CB2-20_0002_tracings.csv",4,"C","B",2,10000,"8",-13.1461393650208,31.1941583863333,8.09165441683999,56.6415809178799,5,5,1.04375797287956,4,1.33333333333333
"asl-rhin-CB2-20_0002_tracings.csv",4,"C","B",2,10000,"9",-6.4999993493372,29.4164286875408,10.0692492429309,30.2077477287928,3,3,1.04012828056631,2,2
"asl-rhin-CB2-20_0002_tracings.csv",4,"C","B",2,10000,"10",-10.2375175551599,18.9404473250515,10.4460478876411,146.244670426976,2,2,1.08255040336803,12,6
"asl-rhin-CB2-20_0002_tracings.csv",4,"C","B",2,10000,"11",-3.89704347695225,19.4957982241614,10.0853956396536,181.537121513765,6,5,1.03887005391371,12,2
"asl-rhin-CB2-20_0002_tracings.csv",4,"C","B",2,10000,"2",-0.627706056462546,21.8725853342849,12.0334908983562,264.736799763836,3,3,1.04534905129496,20,10
"asl-rhin-CB2-20_0002_tracings.csv",4,"C","B",2,10000,"5",-1.30975823114186,15.0630134559608,12.3027530130901,147.633036157082,2,2,1.01765807047419,10,5
"asl-rhin-CB2-20_0002_tracings.csv",4,"C","B",2,10000,"4",1.253298810562,26.1758313347703,11.5952694179816,266.691196613576,4,4,1.06237874185059,19,4.75
"asl-rhin-CB2-20_0002_tracings.csv",4,"C","B",2,10000,"3",-3.68305052690201,21.3226862285335,9.66287822757118,280.223468599565,6,6,1.02317341698162,26,8.66666666666667
